price,date,30_day_MA,60_day_MA,RSI
-0.4122843228722124,2024-08-03 00:00:00,-0.028488645327442795,0.35729334246028743,-1.31489370620441
-0.47645957183522636,2024-08-04 00:00:00,-0.014169772287279586,0.33496291899429503,-1.5179665044286714
-0.7387603484181681,2024-08-05 00:00:00,-0.009061375753672267,0.30512100157793687,-1.9708831662695852
-1.127521097659237,2024-08-06 00:00:00,-0.026303473480877287,0.2670705743947035,-2.165080573833058
-0.9351942851775047,2024-08-07 00:00:00,-0.025982911001496016,0.23680491241167337,-1.6580733727299322
-1.0177364468623982,2024-08-08 00:00:00,-0.03229684097089341,0.20461529669918369,-1.6797027307002794
-0.3689214412790067,2024-08-09 00:00:00,-0.01668242808610693,0.1869635539746996,-0.7415873710197638
-0.4597720425811883,2024-08-10 00:00:00,-0.003739884342772305,0.16753317019293776,-1.080988794900186
-0.46216030606570424,2024-08-11 00:00:00,0.010377069531639051,0.15294679129700528,-1.1005885321808866
-0.6621563577483212,2024-08-12 00:00:00,0.014027595484459818,0.13161495094564699,-1.2703791945350604
-0.6097603089837511,2024-08-13 00:00:00,0.014823721022667482,0.11497063503851182,-1.099514897892511
-0.48966050686717666,2024-08-14 00:00:00,0.013447714403415693,0.10272024420971558,-0.9053317425699478
-0.668399717634101,2024-08-15 00:00:00,-0.011144579160540688,0.0858471024781273,-0.9302168295759786
-0.7754377529594358,2024-08-16 00:00:00,-0.041553149551609596,0.06548640729194505,-1.091702236645101
-0.654698644957761,2024-08-17 00:00:00,-0.062749209481198,0.04832529551863298,-0.6220588841518562
-0.6020121245810494,2024-08-18 00:00:00,-0.08101817547069354,0.03546651814540242,-0.49524685030273174
-0.6972836031595646,2024-08-19 00:00:00,-0.11430351623938986,0.020818235411544796,-0.3090054303622201
-0.5881745317346442,2024-08-20 00:00:00,-0.1450872443893837,0.008885156188546853,0.36173857854601527
-0.6375929089313782,2024-08-21 00:00:00,-0.1815060092346063,-0.002463171085470084,0.06897390409105145
-0.43749247486551324,2024-08-22 00:00:00,-0.20757768117818456,-0.009472157473874655,0.42596846896662277
-0.5101722410480659,2024-08-23 00:00:00,-0.22998590479575512,-0.015889216576703752,-0.624190329904413
-0.15863701756664803,2024-08-24 00:00:00,-0.23544729728600688,-0.007541403844974089,0.12393961792912268
-0.1483203186122559,2024-08-25 00:00:00,-0.2418726217272533,-0.002136716031108849,0.141946421110975
-0.13789028222691407,2024-08-26 00:00:00,-0.2566146963494294,0.005824937492789501,0.5803276290822512
-0.26682910012194005,2024-08-27 00:00:00,-0.2773203622711481,0.008904466850302372,0.2266566145421383
-0.5928190797778957,2024-08-28 00:00:00,-0.31247920720535854,0.007114331035858566,-0.5135185354174914
-0.6418961903109268,2024-08-29 00:00:00,-0.34376276755815166,0.0029270156751824,-0.31458174348779455
-0.609615826406337,2024-08-30 00:00:00,-0.37146596282158467,-0.004733225419311817,-0.07539615431108299
-0.6283662007710575,2024-08-31 00:00:00,-0.3937477446534361,-0.013029240015427764,-0.3098344152644915
-0.6471814650192554,2024-09-01 00:00:00,-0.41955425245538575,-0.02000904340709149,-0.4416909173234614
-0.8010099925584284,2024-09-02 00:00:00,-0.43589014632272644,-0.02654645354080016,-0.5432017145985715
-0.6329271155868694,2024-09-03 00:00:00,-0.44246557312814866,-0.022199694494393407,-0.43476558288787553
-0.7869162715250263,2024-09-04 00:00:00,-0.44448928833479356,-0.020468118390320755,-0.5989774478322686
-0.7405228094896936,2024-09-05 00:00:00,-0.4282259863319109,-0.021017562273612587,-0.8961750933998706
-0.9186296204140785,2024-09-06 00:00:00,-0.42752986918137087,-0.02044685237976526,-1.0370421694057046
-1.130679772010565,2024-09-07 00:00:00,-0.4322762245587609,-0.02665550856843675,-2.124026768848256
-1.1088337837592752,2024-09-08 00:00:00,-0.4633704651517477,-0.03534506087985414,-2.089825368268884
-1.0472581174160251,2024-09-09 00:00:00,-0.4880591104238464,-0.041938697812603114,-1.9441607782246857
-0.8306327584026617,2024-09-10 00:00:00,-0.5035438785876636,-0.04270651603668986,-1.2892594896390983
-0.7754334472708105,2024-09-11 00:00:00,-0.5083042601532386,-0.04332952997372781,-0.7183528064616365
-0.7987015599998815,2024-09-12 00:00:00,-0.5162443692441923,-0.047339782540079034,-0.673254748800793
-0.7290897071107364,2024-09-13 00:00:00,-0.5263061951253543,-0.05376037362901734,-0.5917089692980422
-0.4877978571865184,2024-09-14 00:00:00,-0.518716542435585,-0.06330475229353028,-0.12017732668795782
-0.5470561777200719,2024-09-15 00:00:00,-0.5091189844009494,-0.07498694824129076,-0.19263390315261397
-0.6227452933551078,2024-09-16 00:00:00,-0.5077761696573077,-0.0861315046179268,-0.04930796356998482
-0.7190900681302528,2024-09-17 00:00:00,-0.5126962791565602,-0.09914861878167819,-0.5138327997769125
-0.5169404798508036,2024-09-18 00:00:00,-0.505117499693771,-0.11357891564447871,0.11641008026797493
-0.4091054057996159,2024-09-19 00:00:00,-0.4975922589795334,-0.12663499398508776,0.20224652195071688
-0.26261094310326666,2024-09-20 00:00:00,-0.48183393357519516,-0.13823266630306363,0.7727227624108653
-0.2470895571409253,2024-09-21 00:00:00,-0.4738323990778942,-0.14837628079114495,1.3797160614960704
-0.22067479404051296,2024-09-22 00:00:00,-0.46166649407604843,-0.1541257739430866,1.3829893911035664
-0.20347336293722038,2024-09-23 00:00:00,-0.4635507066107242,-0.15824920608499038,1.3502617732314384
-0.2280062311218106,2024-09-24 00:00:00,-0.4668994450939044,-0.16373584538601416,1.0639738860783663
-0.13133151707410123,2024-09-25 00:00:00,-0.4666238180906147,-0.17185653999026212,1.109400729624713
-0.24481695046972868,2024-09-26 00:00:00,-0.46569877462538445,-0.18296032982746843,0.8158481400430684
-0.05486208954403376,2024-09-27 00:00:00,-0.443091550603498,-0.19000614251780845,0.9491474833090078
0.00851477181529239,2024-09-28 00:00:00,-0.4157585358941142,-0.19222376881663722,0.7428905752453335
0.022251649345417065,2024-09-29 00:00:00,-0.3892047967740897,-0.19286901238627618,0.9530768635152908
-0.0037061379085675463,2024-09-30 00:00:00,-0.3629539435738752,-0.19064098673035332,1.1297720344619573
-0.23604564623269708,2024-10-01 00:00:00,-0.3456762806241129,-0.1954286268059451,0.6792574555483514
-0.46360402697930453,2024-10-02 00:00:00,-0.3314970573987543,-0.19663926704789408,-0.2454368143235173
-0.4844446473611526,2024-10-03 00:00:00,-0.32525719718048157,-0.19682763628997949,-0.5276341045516331
-0.47750405407483226,2024-10-04 00:00:00,-0.31225438944307465,-0.1906645574317172,-0.9053637549668245
-0.3455015144049529,2024-10-05 00:00:00,-0.2956539268159146,-0.17221658712572047,-0.5839772211204973
